Parameter,Initial value,Model estimate,Standard Error
k_a_P,1.300,1.300,0.000
k_e_P,0.888,0.038,0.770
k_cH_M1,0.436,0.050,0.031
k_aSI_M1,0.886,0.011,0.944
k_cH_M3,0.931,0.056,8.309
k_p4,0.613,1.169,388609.481
k_p3,0.819,0.000,10.277
k_aLI1_M1,0.395,0.302,9.886
k_aLI2_M1,0.827,22094.284,5851710875549.855
k_e_M1,0.259,0.001,8.318
k_e_M3,0.191,0.242,27.119
k_cB_M3,0.000,0.000,0.000
k_aLI1_M3,0.000,0.000,0.000
k_eh,0.613,0.414,0.219
k_aSI_P,0.504,0.079,0.831
k_p1,0.819,6958.985,13036.175
k_p2,0.532,0.295,0.768
k_aLI1_P,0.454,4.974,20.069
k_aLI2_P,0.202,0.014,771779.119
k_cH_M2,0.898,0.081,0.072
k_cH_M2M3,0.593,0.000,6.110
k_e_M2,0.065,0.982,6.205
k_cB_M2,0.000,0.000,0.000
k_aLI1_M2,0.000,0.000,0.000
D,100.000,100.000,0.000
F,0.556,0.556,0.000
Vsi,0.300,0.300,0.000
Vserum,30.000,30.000,0.000
Vcecum,3.000,3.000,0.000
Vcolon,3.000,3.000,0.000
Vfeces,3.000,3.000,0.000
VcecumCVR,0.250,0.250,0.000
VcolonCVR,0.250,0.250,0.000
VfecesCVR,0.250,0.250,0.000
Vurine,2.000,2.000,0.000

Metabolite,Time,Experimental data,Used for fitting,Model prediction,MAE,MSE,PCC
M1_colon,2.5,NaN,NaN,0.000,,,
M1_colon,3.0,0.341,0.341,0.000,,,
M1_colon,5.0,0.569,0.569,0.000,,,
M1_colon,7.0,0.817,0.817,0.000,,,
M1_colon,9.0,2.613,2.613,0.000,,,
M1_colon,12.0,6.779,6.779,0.000,,,
M3_colon,0.0,0.000,,0.000,NaN,NaN,NaN
M3_colon,0.5,0.000,,0.000,,,
M3_colon,1.0,0.000,,0.000,,,
M3_colon,1.5,0.000,,0.000,,,
M3_colon,2.0,0.000,,0.000,,,
M3_colon,2.5,0.000,,0.000,,,
M3_colon,3.0,0.000,,0.000,,,
M3_colon,5.0,0.000,,0.000,,,
M3_colon,7.0,0.000,,0.000,,,
M3_colon,9.0,0.000,,0.000,,,
M3_colon,12.0,0.000,,0.000,,,
M1_feces,0.0,0.000,0.000,0.000,0.089,0.189,0.961
M1_feces,0.5,NaN,NaN,0.000,,,
M1_feces,1.0,NaN,NaN,0.000,,,
M1_feces,1.5,NaN,NaN,0.000,,,
M1_feces,2.0,NaN,NaN,0.000,,,
M1_feces,2.5,NaN,NaN,0.000,,,
M1_feces,3.0,0.035,0.035,0.000,,,
M1_feces,5.0,0.058,0.058,0.000,,,
M1_feces,7.0,0.092,0.092,0.000,,,
M1_feces,9.0,0.287,0.287,0.000,,,
M1_feces,12.0,0.663,0.663,0.000,,,
M3_feces,0.0,0.000,,0.000,NaN,NaN,NaN
M3_feces,0.5,0.000,,0.000,,,
M3_feces,1.0,0.000,,0.000,,,
M3_feces,1.5,0.000,,0.000,,,
M3_feces,2.0,0.000,,0.000,,,
M3_feces,2.5,0.000,,0.000,,,
M3_feces,3.0,0.000,,0.000,,,
M3_feces,5.0,0.000,,0.000,,,
M3_feces,7.0,0.000,,0.000,,,
M3_feces,9.0,0.000,,0.000,,,
M3_feces,12.0,0.000,,0.000,,,
M3_serumbact,0.0,0.000,,0.000,NaN,NaN,NaN
M3_serumbact,0.5,0.000,,0.000,,,
M3_serumbact,1.0,0.000,,0.000,,,
M3_serumbact,1.5,0.000,,0.000,,,
M3_serumbact,2.0,0.000,,0.000,,,
M3_serumbact,2.5,0.000,,0.000,,,
M3_serumbact,3.0,0.000,,0.000,,,
M3_serumbact,5.0,0.000,,0.000,,,
M3_serumbact,7.0,0.000,,0.000,,,
M3_serumbact,9.0,0.000,,0.000,,,
M3_serumbact,12.0,0.000,,0.000,,,
M3_urinebact,0.0,0.000,,0.000,NaN,NaN,NaN
M3_urinebact,0.5,0.000,,0.000,,,
M3_urinebact,1.0,0.000,,0.000,,,
M3_urinebact,1.5,0.000,,0.000,,,
M3_urinebact,2.0,0.000,,0.000,,,
M3_urinebact,2.5,0.000,,0.000,,,
M3_urinebact,3.0,0.000,,0.000,,,
M3_urinebact,5.0,0.000,,0.000,,,
M3_urinebact,7.0,0.000,,0.000,,,
M3_urinebact,9.0,0.000,,0.000,,,
M3_urinebact,12.0,0.000,,0.000,,,
M1_urine,0.0,0.001,,0.000,0.303,0.442,0.820
M1_urine,0.5,NaN,,0.000,,,
M1_urine,1.0,NaN,,0.000,,,
M1_urine,1.5,NaN,,0.000,,,
M1_urine,2.0,NaN,,0.001,,,
M1_urine,2.5,NaN,,0.001,,,
M1_urine,3.0,0.007,,0.001,,,
M1_urine,5.0,0.473,,0.003,,,
M1_urine,7.0,0.851,,0.004,,,
M1_urine,9.0,0.639,,0.005,,,
M1_urine,12.0,0.701,,0.007,,,
M3_urine,0.0,0.005,,0.000,0.013,0.074,0.801
M3_urine,0.5,NaN,,0.000,,,
M3_urine,1.0,NaN,,0.000,,,
M3_urine,1.5,NaN,,0.002,,,
M3_urine,2.0,NaN,,0.005,,,
M3_urine,2.5,NaN,,0.010,,,
M3_urine,3.0,0.057,,0.018,,,
M3_urine,5.0,0.177,,0.066,,,
M3_urine,7.0,0.388,,0.137,,,
M3_urine,9.0,0.258,,0.220,,,
M3_urine,12.0,0.363,,0.361,,,
P_si1,0.0,0.000,,0.000,0.002,0.038,0.602
P_si1,0.5,NaN,,0.000,,,
P_si1,1.0,NaN,,0.000,,,
P_si1,1.5,NaN,,0.000,,,
P_si1,2.0,NaN,,0.000,,,
P_si1,2.5,NaN,,0.000,,,
P_si1,3.0,0.043,,0.000,,,
P_si1,5.0,0.052,,0.000,,,
P_si1,7.0,0.025,,0.000,,,
P_si1,9.0,0.088,,0.000,,,
P_si1,12.0,0.016,,0.000,,,
P_si2,0.0,0.000,,0.000,0.174,0.254,0.484
P_si2,0.5,NaN,,0.000,,,
P_si2,1.0,NaN,,0.000,,,
P_si2,1.5,NaN,,0.000,,,
P_si2,2.0,NaN,,0.000,,,
P_si2,2.5,NaN,,0.000,,,
P_si2,3.0,0.984,,0.000,,,
P_si2,5.0,0.191,,0.000,,,
P_si2,7.0,0.106,,0.000,,,
P_si2,9.0,0.153,,0.000,,,
P_si2,12.0,0.094,,0.000,,,
P_si3,0.0,0.000,,0.000,56.168,6.819,0.772
P_si3,0.5,NaN,,12.349,,,
P_si3,1.0,NaN,,10.615,,,
P_si3,1.5,NaN,,9.548,,,
P_si3,2.0,NaN,,8.988,,,
P_si3,2.5,NaN,,8.762,,,
P_si3,3.0,0.227,,8.730,,,
P_si3,5.0,0.091,,8.975,,,
P_si3,7.0,0.170,,8.724,,,
P_si3,9.0,0.106,,8.102,,,
P_si3,12.0,0.094,,7.071,,,
M2_serum,0.0,0.030,0.030,0.000,0.142,0.297,0.591
M2_serum,0.5,0.189,0.189,0.177,,,
M2_serum,1.0,0.308,0.308,0.474,,,
M2_serum,1.5,0.298,0.298,0.711,,,
M2_serum,2.0,0.507,0.507,0.848,,,
M2_serum,2.5,0.376,0.376,0.900,,,
M2_serum,3.0,1.700,1.700,0.894,,,
M2_serum,5.0,1.192,1.192,0.697,,,
M2_serum,7.0,0.711,0.711,0.558,,,
M2_serum,9.0,0.665,0.665,0.492,,,
M2_serum,12.0,0.273,0.273,0.428,,,
P_liver,0.0,0.000,,0.000,NaN,NaN,NaN
P_liver,0.5,0.000,,0.099,,,
P_liver,1.0,0.000,,0.293,,,
P_liver,1.5,0.000,,0.484,,,
P_liver,2.0,0.000,,0.634,,,
P_liver,2.5,0.000,,0.738,,,
P_liver,3.0,0.000,,0.801,,,
P_liver,5.0,0.000,,0.817,,,
P_liver,7.0,0.000,,0.727,,,
P_liver,9.0,0.000,,0.648,,,
P_liver,12.0,0.000,,0.559,,,
P_bile,0.0,0.000,,0.000,NaN,NaN,NaN
P_bile,0.5,0.000,,0.000,,,
P_bile,1.0,0.000,,0.000,,,
P_bile,1.5,0.000,,0.000,,,
P_bile,2.0,0.000,,0.000,,,
P_bile,2.5,0.000,,0.000,,,
P_bile,3.0,0.000,,0.000,,,
P_bile,5.0,0.000,,0.000,,,
P_bile,7.0,0.000,,0.000,,,
P_bile,9.0,0.000,,0.000,,,
P_bile,12.0,0.000,,0.000,,,
P_cecum,0.0,0.000,0.000,0.000,0.000,0.008,0.912
P_cecum,0.5,NaN,NaN,0.071,,,
P_cecum,1.0,NaN,NaN,0.066,,,
P_cecum,1.5,NaN,NaN,0.059,,,
P_cecum,2.0,NaN,NaN,0.055,,,
P_cecum,2.5,NaN,NaN,0.053,,,
P_cecum,3.0,0.037,0.037,0.052,,,
P_cecum,5.0,0.046,0.046,0.053,,,
P_cecum,7.0,0.048,0.048,0.052,,,
P_cecum,9.0,0.052,0.052,0.049,,,
P_cecum,12.0,0.024,0.024,0.042,,,
M2_cecum,0.0,0.000,,0.000,NaN,NaN,NaN
M2_cecum,0.5,0.000,,0.000,,,
M2_cecum,1.0,0.000,,0.000,,,
M2_cecum,1.5,0.000,,0.000,,,
M2_cecum,2.0,0.000,,0.000,,,
M2_cecum,2.5,0.000,,0.000,,,
M2_cecum,3.0,0.000,,0.000,,,
M2_cecum,5.0,0.000,,0.000,,,
M2_cecum,7.0,0.000,,0.000,,,
M2_cecum,9.0,0.000,,0.000,,,
M2_cecum,12.0,0.000,,0.000,,,
P_colon,0.0,0.000,0.000,0.000,0.186,0.376,0.869
P_colon,0.5,NaN,NaN,0.000,,,
P_colon,1.0,NaN,NaN,0.000,,,
P_colon,1.5,NaN,NaN,0.000,,,
P_colon,2.0,NaN,NaN,0.000,,,
P_colon,2.5,NaN,NaN,0.000,,,
P_colon,3.0,0.584,0.584,0.000,,,
P_colon,5.0,0.534,0.534,0.000,,,
P_colon,7.0,0.401,0.401,0.000,,,
P_colon,9.0,0.537,0.537,0.000,,,
P_colon,12.0,0.201,0.201,0.000,,,
M2_colon,0.0,0.000,,0.000,NaN,NaN,NaN
M2_colon,0.5,0.000,,0.000,,,
M2_colon,1.0,0.000,,0.000,,,
M2_colon,1.5,0.000,,0.000,,,
M2_colon,2.0,0.000,,0.000,,,
M2_colon,2.5,0.000,,0.000,,,
M2_colon,3.0,0.000,,0.000,,,
M2_colon,5.0,0.000,,0.000,,,
M2_colon,7.0,0.000,,0.000,,,
M2_colon,9.0,0.000,,0.000,,,
M2_colon,12.0,0.000,,0.000,,,
P_feces,0.0,0.000,0.000,0.000,0.283,0.474,0.923
P_feces,0.5,NaN,NaN,0.000,,,
P_feces,1.0,NaN,NaN,0.000,,,
P_feces,1.5,NaN,NaN,0.000,,,
P_feces,2.0,NaN,NaN,0.000,,,
P_feces,2.5,NaN,NaN,0.000,,,
P_feces,3.0,0.637,0.637,0.000,,,
P_feces,5.0,0.684,0.684,0.000,,,
P_feces,7.0,0.583,0.583,0.000,,,
P_feces,9.0,0.616,0.616,0.000,,,
P_feces,12.0,0.326,0.326,0.000,,,
M2_feces,0.0,0.000,,0.000,NaN,NaN,NaN
M2_feces,0.5,0.000,,0.000,,,
M2_feces,1.0,0.000,,0.000,,,
M2_feces,1.5,0.000,,0.000,,,
M2_feces,2.0,0.000,,0.000,,,
M2_feces,2.5,0.000,,0.000,,,
M2_feces,3.0,0.000,,0.000,,,
M2_feces,5.0,0.000,,0.000,,,
M2_feces,7.0,0.000,,0.000,,,
M2_feces,9.0,0.000,,0.000,,,
M2_feces,12.0,0.000,,0.000,,,
M2_serumbact,0.0,0.000,,0.000,NaN,NaN,NaN
M2_serumbact,0.5,0.000,,0.000,,,
M2_serumbact,1.0,0.000,,0.000,,,
M2_serumbact,1.5,0.000,,0.000,,,
M2_serumbact,2.0,0.000,,0.000,,,
M2_serumbact,2.5,0.000,,0.000,,,
M2_serumbact,3.0,0.000,,0.000,,,
M2_serumbact,5.0,0.000,,0.000,,,
M2_serumbact,7.0,0.000,,0.000,,,
M2_serumbact,9.0,0.000,,0.000,,,
M2_serumbact,12.0,0.000,,0.000,,,
M2_urinebact,0.0,0.000,,0.000,NaN,NaN,NaN
M2_urinebact,0.5,0.000,,0.000,,,
M2_urinebact,1.0,0.000,,0.000,,,
M2_urinebact,1.5,0.000,,0.000,,,
M2_urinebact,2.0,0.000,,0.000,,,
M2_urinebact,2.5,0.000,,0.000,,,
M2_urinebact,3.0,0.000,,0.000,,,
M2_urinebact,5.0,0.000,,0.000,,,
M2_urinebact,7.0,0.000,,0.000,,,
M2_urinebact,9.0,0.000,,0.000,,,
M2_urinebact,12.0,0.000,,0.000,,,
M2_urine,0.0,0.191,,0.000,31.029,4.669,0.711
M2_urine,0.5,NaN,,0.048,,,
M2_urine,1.0,NaN,,0.288,,,
M2_urine,1.5,NaN,,0.731,,,
M2_urine,2.0,NaN,,1.311,,,
M2_urine,2.5,NaN,,1.959,,,
M2_urine,3.0,0.344,,2.622,,,
M2_urine,5.0,1.186,,4.983,,,
M2_urine,7.0,1.437,,6.807,,,
M2_urine,9.0,1.483,,8.343,,,
M2_urine,12.0,0.850,,10.370,,,
Host contribution to M2_serum = 7.46
Bacterial contribution to M2_serum = 0.00
Bacterial fraction in contribution to M2_serum = 0.00
Host contribution to M3_serum = 1.71
Bacterial contribution to M3_serum = 0.00
Bacterial fraction in contribution to M3_serum = 0.00
