Parameter,Initial value,Model estimate,Standard Error
k_a_P,1.300,1.300,0.000
k_e_P,0.038,0.038,0.000
k_cH_M1,0.050,0.050,0.000
k_aSI_M1,0.011,0.011,0.000
k_cH_M3,0.056,0.056,0.000
k_p4,1.169,1.169,0.000
k_p3,0.000,0.000,0.000
k_aLI1_M1,0.302,0.302,0.000
k_aLI2_M1,22094.284,22094.284,0.000
k_e_M1,0.001,0.001,0.000
k_e_M3,0.242,0.242,0.000
k_cB_M3,0.097,8054635490292.434,942400238321559813488640.000
k_aLI1_M3,0.092,0.397,0.200
k_eh,0.414,0.414,0.000
k_aSI_P,0.079,0.079,0.000
k_p1,6958.985,6958.985,0.000
k_p2,0.295,0.295,0.000
k_aLI1_P,4.974,4.974,0.000
k_aLI2_P,0.014,0.014,0.000
k_cH_M2,0.081,0.081,0.000
k_cH_M2M3,0.000,0.000,0.000
k_e_M2,0.982,0.982,0.000
k_cB_M2,0.702,69.409,241.470
k_aLI1_M2,0.128,5.842,2.840
D,100.000,100.000,0.000
F,0.556,0.556,0.000
Vsi,0.300,0.300,0.000
Vserum,30.000,30.000,0.000
Vcecum,3.000,3.000,0.000
Vcolon,3.000,3.000,0.000
Vfeces,3.000,3.000,0.000
VcecumCVR,0.250,0.250,0.000
VcolonCVR,0.250,0.250,0.000
VfecesCVR,0.250,0.250,0.000
Vurine,2.000,2.000,0.000

Metabolite,Time,Experimental data,Used for fitting,Model prediction,MAE,MSE,PCC
P_urine,0.0,0.000,,0.000,82.034,8.079,0.829
P_urine,0.5,NaN,,0.897,,,
P_urine,1.0,NaN,,2.719,,,
P_urine,1.5,NaN,,4.714,,,
P_urine,2.0,NaN,,6.567,,,
P_urine,2.5,NaN,,8.170,,,
P_urine,3.0,2.260,,9.512,,,
P_urine,5.0,3.827,,12.910,,,
P_urine,7.0,5.507,,14.616,,,
P_urine,9.0,6.233,,15.640,,,
P_urine,12.0,2.960,,16.585,,,
M1_si1,0.0,0.000,,0.000,8.892,2.342,0.545
M1_si1,0.5,NaN,,0.000,,,
M1_si1,1.0,NaN,,0.000,,,
M1_si1,1.5,NaN,,0.000,,,
M1_si1,2.0,NaN,,0.000,,,
M1_si1,2.5,NaN,,0.000,,,
M1_si1,3.0,5.644,,0.000,,,
M1_si1,5.0,1.952,,0.000,,,
M1_si1,7.0,2.529,,0.000,,,
M1_si1,9.0,3.302,,0.000,,,
M1_si1,12.0,0.627,,0.000,,,
M1_si2,0.0,0.000,,0.000,0.002,0.037,0.899
M1_si2,0.5,NaN,,0.000,,,
M1_si2,1.0,NaN,,0.000,,,
M1_si2,1.5,NaN,,0.000,,,
M1_si2,2.0,NaN,,0.000,,,
M1_si2,2.5,NaN,,0.000,,,
M1_si2,3.0,0.028,,0.000,,,
M1_si2,5.0,0.080,,0.000,,,
M1_si2,7.0,0.047,,0.000,,,
M1_si2,9.0,0.037,,0.000,,,
M1_si2,12.0,0.028,,0.000,,,
M1_si3,0.0,0.000,,0.000,0.269,0.388,0.650
M1_si3,0.5,NaN,,0.001,,,
M1_si3,1.0,NaN,,0.015,,,
M1_si3,1.5,NaN,,0.057,,,
M1_si3,2.0,NaN,,0.136,,,
M1_si3,2.5,NaN,,0.252,,,
M1_si3,3.0,0.230,,0.396,,,
M1_si3,5.0,1.507,,1.054,,,
M1_si3,7.0,0.657,,1.480,,,
M1_si3,9.0,0.725,,1.560,,,
M1_si3,12.0,1.345,,1.295,,,
M1_serum,0.0,0.000,,0.000,0.001,0.028,0.811
M1_serum,0.5,0.019,,0.011,,,
M1_serum,1.0,0.060,,0.030,,,
M1_serum,1.5,0.063,,0.047,,,
M1_serum,2.0,0.109,,0.059,,,
M1_serum,2.5,0.117,,0.066,,,
M1_serum,3.0,0.070,,0.068,,,
M1_serum,5.0,0.074,,0.054,,,
M1_serum,7.0,0.073,,0.036,,,
M1_serum,9.0,0.085,,0.023,,,
M1_serum,12.0,0.044,,0.013,,,
M3_serum,0.0,0.000,,0.000,8.965,2.170,0.812
M3_serum,0.5,0.120,,0.013,,,
M3_serum,1.0,1.080,,0.078,,,
M3_serum,1.5,1.320,,0.196,,,
M3_serum,2.0,1.320,,0.347,,,
M3_serum,2.5,1.680,,0.509,,,
M3_serum,3.0,2.640,,0.667,,,
M3_serum,5.0,2.880,,1.081,,,
M3_serum,7.0,4.920,,1.140,,,
M3_serum,9.0,7.800,,1.010,,,
M3_serum,12.0,5.880,,0.733,,,
M1_liver,0.0,0.000,,0.000,NaN,NaN,NaN
M1_liver,0.5,0.000,,0.095,,,
M1_liver,1.0,0.000,,0.545,,,
M1_liver,1.5,0.000,,1.331,,,
M1_liver,2.0,0.000,,2.297,,,
M1_liver,2.5,0.000,,3.285,,,
M1_liver,3.0,0.000,,4.179,,,
M1_liver,5.0,0.000,,6.001,,,
M1_liver,7.0,0.000,,5.557,,,
M1_liver,9.0,0.000,,4.331,,,
M1_liver,12.0,0.000,,2.649,,,
M1_bile,0.0,0.000,,0.000,NaN,NaN,NaN
M1_bile,0.5,0.000,,0.000,,,
M1_bile,1.0,0.000,,0.000,,,
M1_bile,1.5,0.000,,0.000,,,
M1_bile,2.0,0.000,,0.000,,,
M1_bile,2.5,0.000,,0.000,,,
M1_bile,3.0,0.000,,0.000,,,
M1_bile,5.0,0.000,,0.000,,,
M1_bile,7.0,0.000,,0.000,,,
M1_bile,9.0,0.000,,0.000,,,
M1_bile,12.0,0.000,,0.000,,,
M1_cecum,0.0,0.000,0.000,0.000,0.000,0.009,0.626
M1_cecum,0.5,NaN,NaN,0.000,,,
M1_cecum,1.0,NaN,NaN,0.000,,,
M1_cecum,1.5,NaN,NaN,0.000,,,
M1_cecum,2.0,NaN,NaN,0.000,,,
M1_cecum,2.5,NaN,NaN,0.000,,,
M1_cecum,3.0,0.011,0.011,0.000,,,
M1_cecum,5.0,0.005,0.005,0.000,,,
M1_cecum,7.0,0.015,0.015,0.000,,,
M1_cecum,9.0,0.018,0.018,0.000,,,
M1_cecum,12.0,0.004,0.004,0.000,,,
M3_cecum,0.0,0.000,0.000,0.000,0.314,0.436,0.922
M3_cecum,0.5,NaN,NaN,0.000,,,
M3_cecum,1.0,NaN,NaN,0.003,,,
M3_cecum,1.5,NaN,NaN,0.018,,,
M3_cecum,2.0,NaN,NaN,0.057,,,
M3_cecum,2.5,NaN,NaN,0.133,,,
M3_cecum,3.0,0.638,0.638,0.254,,,
M3_cecum,5.0,1.604,1.604,1.163,,,
M3_cecum,7.0,2.274,2.274,2.326,,,
M3_cecum,9.0,4.154,4.154,3.159,,,
M3_cecum,12.0,2.676,2.676,3.418,,,
M1_colon,0.0,0.000,0.000,0.000,0.000,0.002,0.867
M1_colon,0.5,NaN,NaN,0.000,,,
M1_colon,1.0,NaN,NaN,0.000,,,
M1_colon,1.5,NaN,NaN,0.000,,,
M1_colon,2.0,NaN,NaN,0.000,,,
M1_colon,2.5,NaN,NaN,0.000,,,
M1_colon,3.0,0.000,0.000,0.000,,,
M1_colon,5.0,0.002,0.002,0.000,,,
M1_colon,7.0,0.005,0.005,0.000,,,
M1_colon,9.0,0.006,0.006,0.000,,,
M1_colon,12.0,0.002,0.002,0.000,,,
M3_colon,0.0,0.000,0.000,0.000,6.125,1.960,0.882
M3_colon,0.5,NaN,NaN,0.000,,,
M3_colon,1.0,NaN,NaN,0.000,,,
M3_colon,1.5,NaN,NaN,0.000,,,
M3_colon,2.0,NaN,NaN,0.000,,,
M3_colon,2.5,NaN,NaN,0.000,,,
M3_colon,3.0,0.647,0.647,0.000,,,
M3_colon,5.0,2.178,2.178,0.000,,,
M3_colon,7.0,1.170,1.170,0.000,,,
M3_colon,9.0,4.051,4.051,0.000,,,
M3_colon,12.0,3.716,3.716,0.000,,,
M1_feces,0.0,0.000,0.000,0.000,0.000,0.001,0.364
M1_feces,0.5,NaN,NaN,0.000,,,
M1_feces,1.0,NaN,NaN,0.000,,,
M1_feces,1.5,NaN,NaN,0.000,,,
M1_feces,2.0,NaN,NaN,0.000,,,
M1_feces,2.5,NaN,NaN,0.000,,,
M1_feces,3.0,NaN,NaN,0.000,,,
M1_feces,5.0,0.000,0.000,0.000,,,
M1_feces,7.0,0.003,0.003,0.000,,,
M1_feces,9.0,0.000,0.000,0.000,,,
M1_feces,12.0,0.000,0.000,0.000,,,
M3_feces,0.0,0.002,0.002,0.000,24.749,3.955,0.895
M3_feces,0.5,NaN,NaN,0.000,,,
M3_feces,1.0,NaN,NaN,0.000,,,
M3_feces,1.5,NaN,NaN,0.000,,,
M3_feces,2.0,NaN,NaN,0.000,,,
M3_feces,2.5,NaN,NaN,0.000,,,
M3_feces,3.0,NaN,NaN,0.000,,,
M3_feces,5.0,2.497,2.497,0.000,,,
M3_feces,7.0,2.395,2.395,0.000,,,
M3_feces,9.0,8.168,8.168,0.000,,,
M3_feces,12.0,6.712,6.712,0.000,,,
M3_serumbact,0.0,0.000,,0.000,NaN,NaN,NaN
M3_serumbact,0.5,0.000,,0.000,,,
M3_serumbact,1.0,0.000,,0.000,,,
M3_serumbact,1.5,0.000,,0.001,,,
M3_serumbact,2.0,0.000,,0.002,,,
M3_serumbact,2.5,0.000,,0.007,,,
M3_serumbact,3.0,0.000,,0.017,,,
M3_serumbact,5.0,0.000,,0.142,,,
M3_serumbact,7.0,0.000,,0.427,,,
M3_serumbact,9.0,0.000,,0.796,,,
M3_serumbact,12.0,0.000,,1.248,,,
M3_urinebact,0.0,0.000,,0.000,NaN,NaN,NaN
M3_urinebact,0.5,0.000,,0.000,,,
M3_urinebact,1.0,0.000,,0.000,,,
M3_urinebact,1.5,0.000,,0.000,,,
M3_urinebact,2.0,0.000,,0.001,,,
M3_urinebact,2.5,0.000,,0.003,,,
M3_urinebact,3.0,0.000,,0.009,,,
M3_urinebact,5.0,0.000,,0.137,,,
M3_urinebact,7.0,0.000,,0.665,,,
M3_urinebact,9.0,0.000,,1.843,,,
M3_urinebact,12.0,0.000,,4.862,,,
M1_urine,0.0,0.000,,0.000,38.247,5.232,0.947
M1_urine,0.5,NaN,,0.000,,,
M1_urine,1.0,NaN,,0.001,,,
M1_urine,1.5,NaN,,0.003,,,
M1_urine,2.0,NaN,,0.005,,,
M1_urine,2.5,NaN,,0.008,,,
M1_urine,3.0,2.176,,0.011,,,
M1_urine,5.0,5.144,,0.022,,,
M1_urine,7.0,7.040,,0.030,,,
M1_urine,9.0,9.872,,0.035,,,
M1_urine,12.0,7.296,,0.040,,,
M3_urine,0.0,0.048,,0.000,209.357,11.280,0.976
M3_urine,0.5,NaN,,0.000,,,
M3_urine,1.0,NaN,,0.005,,,
M3_urine,1.5,NaN,,0.021,,,
M3_urine,2.0,NaN,,0.054,,,
M3_urine,2.5,NaN,,0.106,,,
M3_urine,3.0,1.376,,0.177,,,
M3_urine,5.0,8.384,,0.615,,,
M3_urine,7.0,15.112,,1.163,,,
M3_urine,9.0,24.144,,1.686,,,
M3_urine,12.0,24.576,,2.318,,,
P_si1,0.0,0.000,,0.000,0.001,0.022,0.575
P_si1,0.5,NaN,,0.000,,,
P_si1,1.0,NaN,,0.000,,,
P_si1,1.5,NaN,,0.000,,,
P_si1,2.0,NaN,,0.000,,,
P_si1,2.5,NaN,,0.000,,,
P_si1,3.0,0.049,,0.000,,,
P_si1,5.0,0.008,,0.000,,,
P_si1,7.0,0.065,,0.000,,,
P_si1,9.0,0.011,,0.000,,,
P_si1,12.0,0.002,,0.000,,,
P_si2,0.0,0.000,,0.000,3.526,1.337,0.869
P_si2,0.5,NaN,,0.001,,,
P_si2,1.0,NaN,,0.002,,,
P_si2,1.5,NaN,,0.003,,,
P_si2,2.0,NaN,,0.004,,,
P_si2,2.5,NaN,,0.004,,,
P_si2,3.0,4.096,,0.004,,,
P_si2,5.0,1.544,,0.004,,,
P_si2,7.0,0.941,,0.002,,,
P_si2,9.0,0.965,,0.002,,,
P_si2,12.0,0.488,,0.001,,,
P_si3,0.0,0.006,,0.000,3953.845,54.305,0.632
P_si3,0.5,NaN,,148.134,,,
P_si3,1.0,NaN,,126.838,,,
P_si3,1.5,NaN,,112.813,,,
P_si3,2.0,NaN,,104.095,,,
P_si3,2.5,NaN,,98.760,,,
P_si3,3.0,3.212,,95.295,,,
P_si3,5.0,0.474,,84.343,,,
P_si3,7.0,0.238,,68.608,,,
P_si3,9.0,0.352,,51.444,,,
P_si3,12.0,0.404,,30.816,,,
M2_serum,0.0,1.200,,0.000,363.027,16.407,0.913
M2_serum,0.5,NaN,,1.951,,,
M2_serum,1.0,NaN,,4.936,,,
M2_serum,1.5,NaN,,7.076,,,
M2_serum,2.0,NaN,,8.082,,,
M2_serum,2.5,NaN,,8.186,,,
M2_serum,3.0,39.360,,7.721,,,
M2_serum,5.0,23.760,,4.479,,,
M2_serum,7.0,18.480,,2.382,,,
M2_serum,9.0,23.160,,1.412,,,
M2_serum,12.0,9.240,,0.766,,,
P_liver,0.0,0.000,,0.000,NaN,NaN,NaN
P_liver,0.5,0.000,,0.091,,,
P_liver,1.0,0.000,,0.255,,,
P_liver,1.5,0.000,,0.405,,,
P_liver,2.0,0.000,,0.512,,,
P_liver,2.5,0.000,,0.574,,,
P_liver,3.0,0.000,,0.599,,,
P_liver,5.0,0.000,,0.502,,,
P_liver,7.0,0.000,,0.341,,,
P_liver,9.0,0.000,,0.223,,,
P_liver,12.0,0.000,,0.120,,,
P_bile,0.0,0.000,,0.000,NaN,NaN,NaN
P_bile,0.5,0.000,,0.000,,,
P_bile,1.0,0.000,,0.000,,,
P_bile,1.5,0.000,,0.000,,,
P_bile,2.0,0.000,,0.000,,,
P_bile,2.5,0.000,,0.000,,,
P_bile,3.0,0.000,,0.000,,,
P_bile,5.0,0.000,,0.000,,,
P_bile,7.0,0.000,,0.000,,,
P_bile,9.0,0.000,,0.000,,,
P_bile,12.0,0.000,,0.000,,,
P_cecum,0.0,0.000,0.000,0.000,0.000,0.001,0.610
P_cecum,0.5,NaN,NaN,0.005,,,
P_cecum,1.0,NaN,NaN,0.004,,,
P_cecum,1.5,NaN,NaN,0.004,,,
P_cecum,2.0,NaN,NaN,0.003,,,
P_cecum,2.5,NaN,NaN,0.003,,,
P_cecum,3.0,0.005,0.005,0.003,,,
P_cecum,5.0,0.000,0.000,0.003,,,
P_cecum,7.0,0.000,0.000,0.002,,,
P_cecum,9.0,0.001,0.001,0.002,,,
P_cecum,12.0,0.000,0.000,0.001,,,
M2_cecum,0.0,0.019,0.019,0.000,0.024,0.102,0.921
M2_cecum,0.5,NaN,NaN,1.738,,,
M2_cecum,1.0,NaN,NaN,1.576,,,
M2_cecum,1.5,NaN,NaN,1.387,,,
M2_cecum,2.0,NaN,NaN,1.263,,,
M2_cecum,2.5,NaN,NaN,1.186,,,
M2_cecum,3.0,1.041,1.041,1.138,,,
M2_cecum,5.0,0.986,0.986,1.008,,,
M2_cecum,7.0,0.716,0.716,0.828,,,
M2_cecum,9.0,0.969,0.969,0.624,,,
M2_cecum,12.0,0.393,0.393,0.376,,,
P_colon,0.0,0.000,0.000,0.000,0.000,0.013,0.737
P_colon,0.5,NaN,NaN,0.000,,,
P_colon,1.0,NaN,NaN,0.000,,,
P_colon,1.5,NaN,NaN,0.000,,,
P_colon,2.0,NaN,NaN,0.000,,,
P_colon,2.5,NaN,NaN,0.000,,,
P_colon,3.0,0.039,0.039,0.000,,,
P_colon,5.0,0.014,0.014,0.000,,,
P_colon,7.0,0.004,0.004,0.000,,,
P_colon,9.0,0.017,0.017,0.000,,,
P_colon,12.0,0.002,0.002,0.000,,,
M2_colon,0.0,0.008,0.008,0.000,0.177,0.361,0.776
M2_colon,0.5,NaN,NaN,0.000,,,
M2_colon,1.0,NaN,NaN,0.000,,,
M2_colon,1.5,NaN,NaN,0.000,,,
M2_colon,2.0,NaN,NaN,0.000,,,
M2_colon,2.5,NaN,NaN,0.000,,,
M2_colon,3.0,0.373,0.373,0.000,,,
M2_colon,5.0,0.506,0.506,0.000,,,
M2_colon,7.0,0.578,0.578,0.000,,,
M2_colon,9.0,0.561,0.561,0.000,,,
M2_colon,12.0,0.138,0.138,0.000,,,
P_feces,0.0,0.000,0.000,0.000,0.000,0.009,0.983
P_feces,0.5,NaN,NaN,0.000,,,
P_feces,1.0,NaN,NaN,0.000,,,
P_feces,1.5,NaN,NaN,0.000,,,
P_feces,2.0,NaN,NaN,0.000,,,
P_feces,2.5,NaN,NaN,0.000,,,
P_feces,3.0,NaN,NaN,0.000,,,
P_feces,5.0,0.013,0.013,0.000,,,
P_feces,7.0,0.014,0.014,0.000,,,
P_feces,9.0,0.010,0.010,0.000,,,
P_feces,12.0,0.007,0.007,0.000,,,
M2_feces,0.0,0.016,0.016,0.000,0.720,0.729,0.934
M2_feces,0.5,NaN,NaN,0.000,,,
M2_feces,1.0,NaN,NaN,0.000,,,
M2_feces,1.5,NaN,NaN,0.000,,,
M2_feces,2.0,NaN,NaN,0.000,,,
M2_feces,2.5,NaN,NaN,0.000,,,
M2_feces,3.0,NaN,NaN,0.000,,,
M2_feces,5.0,1.157,1.157,0.000,,,
M2_feces,7.0,0.869,0.869,0.000,,,
M2_feces,9.0,1.136,1.136,0.000,,,
M2_feces,12.0,0.467,0.467,0.000,,,
M2_serumbact,0.0,0.000,,0.000,NaN,NaN,NaN
M2_serumbact,0.5,0.000,,0.103,,,
M2_serumbact,1.0,0.000,,0.191,,,
M2_serumbact,1.5,0.000,,0.230,,,
M2_serumbact,2.0,0.000,,0.242,,,
M2_serumbact,2.5,0.000,,0.242,,,
M2_serumbact,3.0,0.000,,0.237,,,
M2_serumbact,5.0,0.000,,0.213,,,
M2_serumbact,7.0,0.000,,0.182,,,
M2_serumbact,9.0,0.000,,0.144,,,
M2_serumbact,12.0,0.000,,0.090,,,
M2_urinebact,0.0,0.000,,0.000,NaN,NaN,NaN
M2_urinebact,0.5,0.000,,0.314,,,
M2_urinebact,1.0,0.000,,1.433,,,
M2_urinebact,1.5,0.000,,3.006,,,
M2_urinebact,2.0,0.000,,4.755,,,
M2_urinebact,2.5,0.000,,6.539,,,
M2_urinebact,3.0,0.000,,8.304,,,
M2_urinebact,5.0,0.000,,14.937,,,
M2_urinebact,7.0,0.000,,20.786,,,
M2_urinebact,9.0,0.000,,25.600,,,
M2_urinebact,12.0,0.000,,30.721,,,
M2_urine,0.0,0.227,,0.000,2.646,1.392,0.813
M2_urine,0.5,NaN,,0.045,,,
M2_urine,1.0,NaN,,0.258,,,
M2_urine,1.5,NaN,,0.633,,,
M2_urine,2.0,NaN,,1.103,,,
M2_urine,2.5,NaN,,1.606,,,
M2_urine,3.0,1.257,,2.096,,,
M2_urine,5.0,4.352,,3.595,,,
M2_urine,7.0,6.565,,4.405,,,
M2_urine,9.0,7.447,,4.856,,,
M2_urine,12.0,3.461,,5.241,,,
Host contribution to M2_serum = 43.41
Bacterial contribution to M2_serum = 260.23
Bacterial fraction in contribution to M2_serum = 0.86
Host contribution to M3_serum = 10.28
Bacterial contribution to M3_serum = 25.30
Bacterial fraction in contribution to M3_serum = 0.71
